station_origin,station_destination,flows,population,jobs,distance
Abbey Road,Bank and Monument,0,599,78549,8131.525096866283
Abbey Road,Beckton,1,599,442,8510.121773990442
Abbey Road,Blackwall,3,599,665,3775.448872076929
Abbey Road,Canary Wharf,1,599,58772,5086.514219664228
Abbey Road,Canning Town,37,599,15428,2228.9231673294807
Abbey Road,Crossharbour,1,599,1208,6686.475559949467
Abbey Road,Custom House,0,599,845,3824.8556298933804
Abbey Road,Cutty Sark,2,599,1748,8503.89890894911
Abbey Road,Cyprus,7,599,850,6532.099617537119
Abbey Road,Devons Road,1,599,611,3958.3241708370692
Abbey Road,East India,2,599,1522,3384.141666474724
Abbey Road,Island Gardens,2,599,691,7706.296370374719
Abbey Road,King George V,5,599,800,6806.021039114408
Abbey Road,Langdon Park,8,599,1989,4810.672967127299
Abbey Road,Lewisham,0,599,2400,11213.451493923063
Abbey Road,Limehouse,2,599,2969,6154.537881349839
Abbey Road,London City Airport,4,599,1941,5777.4441477879345
Abbey Road,Pontoon Dock,8,599,1123,4636.094118126253
Abbey Road,Poplar,0,599,1301,4498.407429529047
Abbey Road,Prince Regent,1,599,754,4349.3425087025125
Abbey Road,Royal Albert,4,599,684,5237.76299118091
Abbey Road,Shadwell,1,599,7447,6583.570466259272
Abbey Road,South Quay,7,599,4591,6089.7280561268435
Abbey Road,Star Lane,7,599,1052,1397.4940849962309
Abbey Road,Stratford,285,599,55954,1174.5113748307776
Abbey Road,Stratford High Street,10,599,788,655.2113012868256
Abbey Road,Stratford International,33,599,1546,2495.5794919447
Abbey Road,West Ham,130,599,5487,533.8424216961267
Abbey Road,West Silvertown,2,599,893,3880.0482282541834
Abbey Road,Westferry,3,599,1250,5180.920874269972
Abbey Road,Woolwich Arsenal,32,599,4428,9235.296782443345
Acton Central,Barking,0,1224,7004,28883.956785233462
Acton Central,Blackhorse Road,0,1224,2955,19050.020494428947
Acton Central,Brondesbury,76,1224,712,6439.433521447541
Acton Central,Brondesbury Park,31,1224,895,5697.244849605318
Acton Central,Bushey,0,1224,456,20283.810488481082
Acton Central,Caledonian Road & Barnsbury,22,1224,1668,14032.398697331952
Acton Central,Camden Road,52,1224,3784,12267.820406844457
Acton Central,Canada Water,0,1224,20443,19290.442030282553
Acton Central,Canonbury,3,1224,846,15827.10849047047
Acton Central,Carpenders Park,0,1224,340,18320.83202294797
Acton Central,Crouch Hill,2,1224,404,13393.537677887585
Acton Central,Dalston Kingsland,5,1224,2091,17008.286831423517
Acton Central,Denmark Hill,0,1224,2612,19358.214182798834
Acton Central,Edmonton Green,0,1224,783,25002.420616808908
Acton Central,Euston,17,1224,16800,11674.643891539203
Acton Central,Finchley Road & Frognal,52,1224,1529,7919.322286438291
Acton Central,Gospel Oak,18,1224,2025,10278.416034956108
Acton Central,Gunnersbury,102,1224,4775,2169.366650027604
Acton Central,Hackney Central,10,1224,2440,18298.043075421443
Acton Central,Hackney Wick,5,1224,1263,20677.00900559435
Acton Central,Haggerston,2,1224,1184,17998.98543212542
Acton Central,Hampstead Heath,59,1224,2792,9339.855433985898
Acton Central,Harlesden,0,1224,1668,4212.671312566028
Acton Central,Harringay Green Lanes,3,1224,544,14900.11547783411
Acton Central,Harrow & Wealdstone,3,1224,1335,12880.42566449104
Acton Central,Hatch End,0,1224,93,15877.489726030184
Acton Central,Headstone Lane,4,1224,310,14731.339884205749
Acton Central,Highams Park,0,1224,390,24555.919547084894
Acton Central,Highbury & Islington,49,1224,25385,14845.998722370241
Acton Central,Homerton,3,1224,1998,19333.658622533647
Acton Central,Hoxton,4,1224,2181,18833.56407008824
Acton Central,Kensal Green,0,1224,472,4417.714508723115
Acton Central,Kensal Rise,39,1224,1376,4694.709416034454
Acton Central,Kentish Town West,54,1224,1128,11369.575462245179
Acton Central,Kenton,2,1224,768,11096.589400051584
Acton Central,Kew Gardens,18,1224,792,3949.6475689755944
Acton Central,Kilburn High Road,0,1224,266,6866.843318867922
Acton Central,Leyton Midland Road,0,1224,445,22254.741580384194
Acton Central,Leytonstone High Road,0,1224,314,23468.838587292845
Acton Central,New Cross,1,1224,1027,22156.955782321813
Acton Central,New Cross Gate,0,1224,1340,21921.726846118934
Acton Central,North Wembley,0,1224,365,8773.874998680969
Acton Central,Queen's Park,0,1224,2167,5802.340169792684
Acton Central,Richmond,318,1224,5397,6117.8108330552295
Acton Central,Shadwell,0,1224,7447,18683.130291092806
Acton Central,Shoreditch High Street,4,1224,7558,19148.308297484673
Acton Central,South Acton,7,1224,975,1152.5272704397912
Acton Central,South Hampstead,3,1224,236,7843.198707340594
Acton Central,South Kenton,0,1224,261,9709.620168767822
Acton Central,South Tottenham,0,1224,552,16758.88057366322
Acton Central,Stonebridge Park,0,1224,729,5707.620089231952
Acton Central,Stratford,11,1224,55954,22249.9322849441
Acton Central,Surrey Quays,0,1224,1005,19839.958261242107
Acton Central,Upper Holloway,4,1224,898,12178.641337319581
Acton Central,Watford High Street,3,1224,790,21598.060752708876
Acton Central,Watford Junction,5,1224,1367,23004.098284288502
Acton Central,Wembley Central,1,1224,1327,7425.718556200498
Acton Central,West Hampstead,141,1224,5856,7288.6647568276
Acton Central,White Hart Lane,0,1224,641,22604.044581630267
Acton Central,Whitechapel,1,1224,17633,17952.486850018875
Acton Central,Willesden Junction,90,1224,4165,3065.465621352297
Acton Central,Woodgrange Park,0,1224,242,26708.916687360066
Acton Town,Aldgate,3,3745,7782,16944.05181632385
Acton Town,Aldgate East,17,3745,7932,17186.099003612595
Acton Town,Alperton,35,3745,741,4973.087943530843
Acton Town,Amersham,0,3745,256,37455.59219236607
Acton Town,Angel,11,3745,8103,15843.739821449339
Acton Town,Archway,1,3745,2193,18283.545877206954
Acton Town,Arnos Grove,1,3745,748,25981.159754066273
Acton Town,Arsenal,0,3745,315,17980.128044984147
Acton Town,Baker Street,19,3745,14973,12174.438659120842
Acton Town,Balham,0,3745,3814,18527.839486927645
Acton Town,Bank and Monument,66,3745,78549,15507.134575946202
Acton Town,Barbican,9,3745,9134,16982.329482018133
Acton Town,Barking,1,3745,7004,29080.90300763305
Acton Town,Barkingside,0,3745,262,34636.176428352526
Acton Town,Barons Court,84,3745,2956,5270.531026021286
Acton Town,Bayswater,3,3745,615,9786.882978659038
Acton Town,Becontree,0,3745,456,32375.355393330232
Acton Town,Belsize Park,0,3745,2255,17279.321200889
Acton Town,Bermondsey,6,3745,3172,16806.78268513065
Acton Town,Bethnal Green,2,3745,4660,18756.929261601872
Acton Town,Blackfriars,39,3745,10849,14337.842140749271
Acton Town,Blackhorse Road,0,3745,2955,24726.514027000965
Acton Town,Bond Street,27,3745,20967,12250.35430493293
Acton Town,Borough,1,3745,3254,15233.550013970302
Acton Town,Boston Manor,62,3745,892,3511.736649953803
Acton Town,Bounds Green,1,3745,778,24626.917263690066
Acton Town,Bow Road,1,3745,1193,20883.80179907972
Acton Town,Brixton,16,3745,5084,16094.564824524738
Acton Town,Bromley-by-Bow,2,3745,1613,21892.571708441585
Acton Town,Burnt Oak,0,3745,649,26950.682086633336
Acton Town,Caledonian Road,2,3745,1803,16698.12146611925
Acton Town,Camden Town,3,3745,6348,15247.443114394671
Acton Town,Canada Water,11,3745,20443,17796.29960569094
Acton Town,Canary Wharf,57,3745,58772,20398.165882183555
Acton Town,Canning Town,3,3745,15428,22942.35448668232
Acton Town,Cannon Street,18,3745,4698,15246.28514302357
Acton Town,Canons Park,0,3745,526,24459.580290822592
Acton Town,Chalfont & Latimer,0,3745,554,34069.93204500973
Acton Town,Chalk Farm,0,3745,1329,16241.220261401355
Acton Town,Chancery Lane,20,3745,15391,13817.715067129177
Acton Town,Charing Cross,5,3745,7016,12450.876518325982
Acton Town,Chiswick Park,20,3745,1517,1274.9448068885617
Acton Town,Chorleywood,1,3745,702,30557.07875355198
Acton Town,Clapham Common,3,3745,2020,16102.886653376512
Acton Town,Clapham North,1,3745,1238,15460.129161998111
Acton Town,Clapham South,2,3745,1513,17355.204886111336
Acton Town,Cockfosters,0,3745,262,31169.931541196216
Acton Town,Colindale,0,3745,2081,25644.26003693964
Acton Town,Colliers Wood,0,3745,865,21858.38603467017
Acton Town,Covent Garden,44,3745,4355,12619.290783429604
Acton Town,Croxley,0,3745,340,26518.656703398396
Acton Town,Dagenham East,0,3745,649,35082.78395944686
Acton Town,Dagenham Heathway,0,3745,1108,33803.55617039732
Acton Town,Dollis Hill,0,3745,847,16674.680547019314
Acton Town,Ealing Broadway,107,3745,4846,2591.9199120920102
Acton Town,Ealing Common,13,3745,915,1026.622829137713
Acton Town,Earl's Court,129,3745,6613,6775.329091383379
Acton Town,East Acton,2,3745,1505,7200.836169997581
Acton Town,East Finchley,0,3745,1253,21622.77133163226
Acton Town,East Ham,1,3745,2062,26655.977214687307
Acton Town,East Putney,13,3745,1877,11040.84643057043
Acton Town,Eastcote,2,3745,364,13360.878583954556
Acton Town,Edgware,1,3745,772,28468.811765496976
Acton Town,Edgware Road,12,3745,6868,11139.598291656312
Acton Town,Elephant & Castle,20,3745,6427,14533.589470567882
Acton Town,Embankment,16,3745,10220,12791.207338784754
Acton Town,Euston,14,3745,16800,13873.844304221686
Acton Town,Euston Square,3,3745,8093,13623.94242102342
Acton Town,Farringdon,19,3745,25592,16521.419538276517
Acton Town,Finchley Central,1,3745,1921,23993.327876908923
Acton Town,Finchley Road,0,3745,3417,13983.626152839692
Acton Town,Finsbury Park,7,3745,6769,18752.88073821225
Acton Town,Fulham Broadway,41,3745,4200,8285.480159555262
Acton Town,Gants Hill,0,3745,601,31147.864885792376
Acton Town,Gloucester Road,62,3745,5194,7685.450305232465
Acton Town,Golders Green,1,3745,1871,20843.050212163525
Acton Town,Goldhawk Road,0,3745,370,5382.2882753457425
Acton Town,Goodge Street,14,3745,6457,13484.172224906946
Acton Town,Great Portland Street,10,3745,6936,13003.98220276392
Acton Town,Green Park,79,3745,26754,11101.441991772317
Acton Town,Greenford,2,3745,1157,12300.930538308872
Acton Town,Gunnersbury,0,3745,4775,3769.860221267312
Acton Town,Hammersmith,391,3745,18250,4376.698940100627
Acton Town,Hampstead,0,3745,2010,18457.324304982143
Acton Town,Harrow-on-the-Hill,6,3745,3019,14147.505332801424
Acton Town,Hatton Cross,62,3745,1219,12068.287350322511
Acton Town,Heathrow Terminal 4,10,3745,693,13944.620043961286
Acton Town,Heathrow Terminal 5,18,3745,975,16936.316771750004
Acton Town,Heathrow Terminals 2 & 3,44,3745,2406,14481.038296113677
Acton Town,Hendon Central,0,3745,1878,23491.746657956504
Acton Town,High Street Kensington,16,3745,5427,8076.189202565148
Acton Town,Highbury & Islington,4,3745,25385,17245.274110375445
Acton Town,Highgate,1,3745,856,19873.75067342219
Acton Town,Hillingdon,0,3745,318,18076.09579394707
Acton Town,Holborn,117,3745,22346,13252.231354752435
Acton Town,Holland Park,0,3745,2063,9736.568200528893
Acton Town,Holloway Road,7,3745,1696,17313.418909097407
Acton Town,Hounslow Central,42,3745,708,7785.729997079305
Acton Town,Hounslow East,55,3745,843,7040.045613658385
Acton Town,Hounslow West,20,3745,401,9264.813689075676
Acton Town,Hyde Park Corner,34,3745,2410,10321.552691505498
Acton Town,Ickenham,0,3745,282,16951.658598744176
Acton Town,Kennington,2,3745,1161,14724.378648696653
Acton Town,Kentish Town,1,3745,3404,16525.408757163685
Acton Town,Kew Gardens,4,3745,792,5550.141140215303
Acton Town,Kilburn,0,3745,1953,14243.513235389337
Acton Town,King's Cross St. Pancras,64,3745,33330,14663.421100718773
Acton Town,Kingsbury,0,3745,1018,21520.2777132618
Acton Town,Knightsbridge,64,3745,6821,9737.599103205528
Acton Town,Ladbroke Grove,9,3745,2131,7561.2832633574035
Acton Town,Lambeth North,6,3745,1319,13537.869188264285
Acton Town,Lancaster Gate,1,3745,1820,10533.307289900993
Acton Town,Latimer Road,6,3745,1109,6901.702728517831
Acton Town,Leicester Square,52,3745,8847,12253.759484347329
Acton Town,Leyton,0,3745,1447,25178.44145610106
Acton Town,Leytonstone,0,3745,1844,26842.285016392543
Acton Town,Liverpool Street,55,3745,61122,16348.637259695757
Acton Town,London Bridge,39,3745,29930,14718.956146708357
Acton Town,Manor House,1,3745,1311,19868.994365432656
Acton Town,Mansion House,41,3745,7815,14998.106436872671
Acton Town,Marble Arch,1,3745,6145,11751.909474661437
Acton Town,Marylebone,1,3745,4250,11742.481634542253
Acton Town,Mile End,3,3745,3759,20258.869633183727
Acton Town,Mill Hill East,2,3745,681,25515.530319459536
Acton Town,Moorgate,14,3745,24574,16283.964037375996
Acton Town,Morden,0,3745,1447,24470.100481221885
Acton Town,Mornington Crescent,5,3745,2927,14657.232901578758
Acton Town,Newbury Park,0,3745,559,33505.62200669637
Acton Town,North Acton,3,3745,3168,6020.316853655265
Acton Town,North Ealing,20,3745,332,1951.0312832707484
Acton Town,North Greenwich,13,3745,6276,22227.949173213063
Acton Town,Northfields,30,3745,864,2580.8845047098125
Acton Town,Northolt,1,3745,663,14119.396798656058
Acton Town,Northwick Park,3,3745,1713,15450.6371902261
Acton Town,Northwood,2,3745,1018,21390.206942583463
Acton Town,Northwood Hills,1,3745,488,19803.538057870264
Acton Town,Notting Hill Gate,7,3745,5490,9036.834737559291
Acton Town,Oakwood,0,3745,423,29825.953194795784
Acton Town,Old Street,28,3745,15897,17137.483756120982
Acton Town,Osterley,22,3745,521,6072.550941215044
Acton Town,Oval,1,3745,2544,15639.53633303517
Acton Town,Oxford Circus,38,3745,44368,12112.008467029824
Acton Town,Paddington,31,3745,20198,10273.923949547006
Acton Town,Park Royal,39,3745,1552,3050.689733899169
Acton Town,Parsons Green,29,3745,2711,8987.818490983367
Acton Town,Perivale,1,3745,532,10704.49541712454
Acton Town,Piccadilly Circus,85,3745,13641,11879.068078577515
Acton Town,Pimlico,10,3745,5585,12175.643320405983
Acton Town,Pinner,0,3745,292,17644.889466174216
Acton Town,Plaistow,2,3745,1049,24034.652744674942
Acton Town,Preston Road,0,3745,411,17183.770989448218
Acton Town,Putney Bridge,21,3745,2494,9982.280840299889
Acton Town,Queensbury,0,3745,439,22766.272947625454
Acton Town,Ravenscourt Park,43,3745,1895,3542.1209878010386
Acton Town,Rayners Lane,4,3745,426,11541.524206037127
Acton Town,Redbridge,0,3745,198,29690.12112416535
Acton Town,Regent's Park,10,3745,3364,12969.978708755883
Acton Town,Richmond,33,3745,5397,7718.304404294939
Acton Town,Rickmansworth,0,3745,937,27005.72551298819
Acton Town,Royal Oak,9,3745,856,9336.627436833402
Acton Town,Ruislip,1,3745,257,15166.003616398515
Acton Town,Ruislip Manor,0,3745,408,14487.117636159897
Acton Town,Russell Square,44,3745,5172,13958.665669967333
Acton Town,Seven Sisters,6,3745,10191,22158.76912824106
Acton Town,Shepherd's Bush,0,3745,9890,9320.750405849081
Acton Town,Shepherd's Bush Market,1,3745,416,5821.577697833201
Acton Town,Sloane Square,34,3745,8229,9610.006156273868
Acton Town,South Ealing,21,3745,670,2127.939214032974
Acton Town,South Harrow,12,3745,387,9735.96749990163
Acton Town,South Kensington,131,3745,15325,8436.783784672434
Acton Town,South Ruislip,0,3745,289,16443.38731936599
Acton Town,South Woodford,0,3745,766,29816.256369967512
Acton Town,Southfields,15,3745,1351,12671.73452556094
Acton Town,Southgate,1,3745,874,27960.308340679592
Acton Town,Southwark,32,3745,10326,13620.607061605855
Acton Town,St. James's Park,64,3745,13339,11553.070765821636
Acton Town,St. John's Wood,2,3745,3982,14313.368752049299
Acton Town,St. Paul's,27,3745,13446,14912.866264061144
Acton Town,Stamford Brook,13,3745,784,2832.831433631357
Acton Town,Stepney Green,2,3745,1879,19229.59725591298
Acton Town,Stockwell,2,3745,1623,14507.827283222972
Acton Town,Stratford,10,3745,55954,23047.098530176758
Acton Town,Sudbury Hill,15,3745,277,8250.501840867491
Acton Town,Sudbury Town,13,3745,218,6633.445225573056
Acton Town,Swiss Cottage,3,3745,2598,14628.978897065068
Acton Town,Temple,15,3745,6780,13585.801341346016
Acton Town,Tooting Bec,1,3745,1239,19503.00490853824
Acton Town,Tooting Broadway,3,3745,4506,20577.96635088366
Acton Town,Tottenham Court Road,10,3745,19126,12839.699854910437
Acton Town,Tottenham Hale,4,3745,3239,23312.308296120296
Acton Town,Totteridge & Whetstone,1,3745,287,27653.694868713075
Acton Town,Tower Hill,28,3745,8286,16346.865019200746
Acton Town,Tufnell Park,1,3745,557,17290.00976532044
Acton Town,Turnham Green,20,3745,1515,2222.542223351653
Acton Town,Turnpike Lane,3,3745,992,22190.653723881398
Acton Town,Upminster,0,3745,1132,41460.611641517215
Acton Town,Upney,0,3745,485,30448.1984891824
Acton Town,Upton Park,0,3745,1642,25355.73138810683
Acton Town,Uxbridge,41,3745,4316,20220.490921319553
Acton Town,Vauxhall,21,3745,16242,13000.97157371361
Acton Town,Victoria,53,3745,33251,10775.765169502587
Acton Town,Walthamstow Central,1,3745,5271,26285.57777070379
Acton Town,Warren Street,25,3745,17309,13261.722913442864
Acton Town,Waterloo,32,3745,23466,12964.180132089255
Acton Town,Watford,1,3745,961,28573.535228058543
Acton Town,Wembley Park,1,3745,5759,18603.50615521107
Acton Town,West Acton,3,3745,488,4208.822078912631
Acton Town,West Brompton,17,3745,5859,7342.718283146594
Acton Town,West Ham,0,3745,5487,23104.81725111636
Acton Town,West Hampstead,1,3745,5856,13227.891628122516
Acton Town,West Harrow,0,3745,122,12905.636642447644
Acton Town,West Kensington,14,3745,1345,5834.2071711328645
Acton Town,Westbourne Park,9,3745,1347,8367.2231907902
Acton Town,Westminster,33,3745,15466,12113.820105728364
Acton Town,White City,3,3745,5966,9158.020685882113
Acton Town,Whitechapel,10,3745,17633,18149.43307241846
Acton Town,Willesden Green,0,3745,830,15428.571165226369
Acton Town,Wimbledon,77,3745,6295,15687.296560132543
Acton Town,Wimbledon Park,3,3745,596,14031.38429554343
Acton Town,Wood Green,6,3745,2146,23121.479349284564
Acton Town,Wood Lane,9,3745,1578,6347.840653077663
Acton Town,Woodford,0,3745,706,31528.211285980542
Acton Town,Woodside Park,0,3745,745,26176.5931719623
Aldgate,Acton Town,0,2886,2202,16944.05181632385
Aldgate,Aldgate East,0,2886,7932,1436.4207815349514
Aldgate,Amersham,0,2886,256,45236.44957652791
Aldgate,Angel,17,2886,8103,3530.346009684213
Aldgate,Archway,2,2886,2193,9480.428577988443
Aldgate,Arnos Grove,0,2886,748,15500.106931491839
Aldgate,Arsenal,2,2886,315,7499.0752224097105
Aldgate,Baker Street,167,2886,14973,6671.350719742265
Aldgate,Balham,0,2886,3814,10718.142446657022
Aldgate,Bank and Monument,5,2886,78549,1436.9172403776488
Aldgate,Barbican,221,2886,9134,1863.4598968449784
Aldgate,Barking,0,2886,7004,13331.224785555407
Aldgate,Barkingside,0,2886,262,18903.270701138623
Aldgate,Barons Court,0,2886,2956,11673.520790302562
Aldgate,Bayswater,1,2886,615,9736.369127543236
Aldgate,Belsize Park,1,2886,2255,8476.203901670491
Aldgate,Bermondsey,0,2886,3172,4411.472149945532
Aldgate,Bethnal Green,0,2886,4660,3130.376083953651
Aldgate,Blackfriars,11,2886,10849,2674.6729587458995
Aldgate,Blackhorse Road,2,2886,2955,12663.306878898013
Aldgate,Bond Street,13,2886,20967,6172.781519051872
Aldgate,Borough,1,2886,3254,2838.239478785184
Aldgate,Boston Manor,0,2886,892,20455.78846627765
Aldgate,Bounds Green,2,2886,778,14145.864441115631
Aldgate,Bow Road,0,2886,1193,5134.123577002074
Aldgate,Brent Cross,0,2886,450,13555.02201626397
Aldgate,Brixton,2,2886,5084,8284.867784254115
Aldgate,Buckhurst Hill,0,2886,228,18128.914904889025
Aldgate,Burnt Oak,0,2886,649,18147.564787414824
Aldgate,Caledonian Road,10,2886,1803,6217.0686435448115
Aldgate,Camden Town,8,2886,6348,6444.32581517616
Aldgate,Canada Water,0,2886,20443,5238.687753448383
Aldgate,Canary Wharf,1,2886,58772,6564.419680229693
Aldgate,Canning Town,0,2886,15428,8612.21716317167
Aldgate,Cannon Street,4,2886,4698,1766.2299564716006
Aldgate,Canons Park,2,2886,526,23328.43603016515
Aldgate,Chalfont & Latimer,1,2886,554,41850.78942917157
Aldgate,Chalk Farm,1,2886,1329,7438.102962182844
Aldgate,Chancery Lane,5,2886,15391,3381.593278190412
Aldgate,Charing Cross,0,2886,7016,4561.638581169188
Aldgate,Chesham,0,2886,243,48166.725817430306
Aldgate,Chigwell,0,2886,148,19376.39505733257
Aldgate,Chorleywood,0,2886,702,38337.93613771383
Aldgate,Clapham Common,0,2886,2020,8293.18961310589
Aldgate,Clapham North,0,2886,1238,7650.432121727487
Aldgate,Clapham South,1,2886,1513,9545.507845840712
Aldgate,Cockfosters,1,2886,262,20688.87871862178
Aldgate,Colindale,4,2886,2081,16841.142737721126
Aldgate,Colliers Wood,0,2886,865,14048.688994399548
Aldgate,Covent Garden,2,2886,4355,4580.017561889985
Aldgate,Croxley,0,2886,340,34299.514087560245
Aldgate,Debden,0,2886,865,22016.506397931586
Aldgate,Dollis Hill,4,2886,847,14408.511410671119
Aldgate,Ealing Broadway,0,2886,4846,19049.307242226754
Aldgate,Ealing Common,0,2886,915,17970.67464546156
Aldgate,Earl's Court,2,2886,6613,10168.72272494047
Aldgate,East Acton,4,2886,1505,14440.390984321188
Aldgate,East Finchley,0,2886,1253,12819.654032413746
Aldgate,East Ham,0,2886,2062,10906.298992609663
Aldgate,East Putney,0,2886,1877,14434.24006412752
Aldgate,Eastcote,2,2886,364,26353.698221644998
Aldgate,Edgware,0,2886,772,19665.694466278466
Aldgate,Edgware Road,25,2886,6868,7706.191087206795
Aldgate,Elephant & Castle,1,2886,6427,3659.379630987936
Aldgate,Embankment,14,2886,10220,4221.307760710416
Aldgate,Epping,0,2886,498,27964.101243475292
Aldgate,Euston,4,2886,16800,5070.727005003176
Aldgate,Euston Square,353,2886,8093,5221.84695783969
Aldgate,Fairlop,0,2886,182,20072.000537150605
Aldgate,Farringdon,677,2886,25592,2324.3698405865925
Aldgate,Finchley Central,1,2886,1921,15190.210577690408
Aldgate,Finchley Road,30,2886,3417,10205.987967057144
Aldgate,Finsbury Park,8,2886,6769,8271.827915637814
Aldgate,Fulham Broadway,0,2886,4200,11678.873793112352
Aldgate,Gants Hill,0,2886,601,15414.959158578471
Aldgate,Gloucester Road,0,2886,5194,9258.601511091383
Aldgate,Golders Green,1,2886,1871,12039.932912945013
Aldgate,Goldhawk Road,0,2886,370,13463.501103517365
Aldgate,Goodge Street,0,2886,6457,5388.611018124098
Aldgate,Great Portland Street,228,2886,6936,5841.807176099188
Aldgate,Green Park,3,2886,26754,5911.073107722853
Aldgate,Greenford,0,2886,1157,21901.52398531711
Aldgate,Gunnersbury,0,2886,4775,16268.827590887855
Aldgate,Hainault,1,2886,356,20950.68410329403
Aldgate,Hammersmith,2,2886,18250,12567.352876223222
Aldgate,Hampstead,2,2886,2010,9654.207005763632
Aldgate,Hanger Lane,0,2886,1493,18075.203649330913
Aldgate,Harlesden,1,2886,1668,14827.110966403812
Aldgate,Harrow & Wealdstone,0,2886,1335,23494.86531832882
Aldgate,Harrow-on-the-Hill,22,2886,3019,21928.362716963275
Aldgate,Hatton Cross,0,2886,1219,29012.339166646358
Aldgate,Heathrow Terminal 4,0,2886,693,30888.671860285132
Aldgate,Heathrow Terminal 5,1,2886,975,33880.36858807385
Aldgate,Heathrow Terminals 2 & 3,3,2886,2406,31425.090112437523
Aldgate,Hendon Central,2,2886,1878,14688.629358737991
Aldgate,High Barnet,0,2886,953,21443.208070641613
Aldgate,High Street Kensington,18,2886,5427,10263.72029731503
Aldgate,Highbury & Islington,1,2886,25385,6764.221287801008
Aldgate,Highgate,1,2886,856,11070.633374203677
Aldgate,Hillingdon,1,2886,318,31068.91543163751
Aldgate,Holborn,19,2886,22346,3947.0769905671536
Aldgate,Holland Park,3,2886,2063,10271.025953891902
Aldgate,Holloway Road,8,2886,1696,6832.366086522969
Aldgate,Hounslow Central,0,2886,708,24729.781813403155
Aldgate,Hounslow East,0,2886,843,23984.097429982234
Aldgate,Hounslow West,0,2886,401,26208.865505399524
Aldgate,Hyde Park Corner,1,2886,2410,6690.962407989671
Aldgate,Ickenham,0,2886,282,29944.478236434614
Aldgate,Kennington,0,2886,1161,4498.948020212776
Aldgate,Kensal Green,0,2886,472,12327.656387819263
Aldgate,Kentish Town,1,2886,3404,7722.291457945173
Aldgate,Kew Gardens,0,2886,792,18049.108509835845
Aldgate,Kilburn,1,2886,1953,11977.344099041142
Aldgate,Kilburn Park,1,2886,823,11143.885462019403
Aldgate,King's Cross St. Pancras,351,2886,33330,4182.368278144336
Aldgate,Kingsbury,2,2886,1018,20389.133452604357
Aldgate,Knightsbridge,1,2886,6821,7274.915996289642
Aldgate,Ladbroke Grove,9,2886,2131,11284.506115505703
Aldgate,Lambeth North,0,2886,1319,4553.5607404096245
Aldgate,Lancaster Gate,0,2886,1820,8074.819938580598
Aldgate,Latimer Road,4,2886,1109,11944.086650345276
Aldgate,Leicester Square,1,2886,8847,4945.548860972259
Aldgate,Leyton,0,2886,1447,9445.535728887156
Aldgate,Leytonstone,0,2886,1844,11109.37928917864
Aldgate,Liverpool Street,67,2886,61122,722.0840820475358
Aldgate,London Bridge,2,2886,29930,2323.6456115232386
Aldgate,Loughton,0,2886,655,19964.389308016514
Aldgate,Maida Vale,2,2886,949,10292.103939091718
Aldgate,Manor House,6,2886,1311,9387.941542858222
Aldgate,Mansion House,5,2886,7815,2014.4086626224994
Aldgate,Marble Arch,5,2886,6145,6856.217753820154
Aldgate,Marylebone,3,2886,4250,7209.649045536432
Aldgate,Mile End,0,2886,3759,4509.191411106082
Aldgate,Mill Hill East,0,2886,681,16712.41302024102
Aldgate,Moor Park,0,2886,550,31389.363439153716
Aldgate,Moorgate,112,2886,24574,1156.171530649867
Aldgate,Morden,0,2886,1447,16660.403440951264
Aldgate,Mornington Crescent,0,2886,2927,5854.115602360248
Aldgate,Neasden,1,2886,732,15194.0944244259
Aldgate,Newbury Park,0,2886,559,17772.71627948247
Aldgate,North Acton,1,2886,3168,15620.910300663503
Aldgate,North Greenwich,0,2886,6276,8394.202971259201
Aldgate,North Harrow,2,2886,190,23907.991439445217
Aldgate,North Wembley,0,2886,365,19388.31465251875
Aldgate,Northfields,0,2886,864,19524.93632103366
Aldgate,Northolt,0,2886,663,23719.990245664296
Aldgate,Northwick Park,20,2886,1713,20625.2308595386
Aldgate,Northwood,2,2886,1018,29171.064326745312
Aldgate,Northwood Hills,1,2886,488,27584.395442032113
Aldgate,Notting Hill Gate,7,2886,5490,9571.2924909223
Aldgate,Oakwood,0,2886,423,19344.90037222135
Aldgate,Old Street,8,2886,15897,2009.6912493948553
Aldgate,Osterley,0,2886,521,23016.60275753889
Aldgate,Oval,1,2886,2544,5414.105704551293
Aldgate,Oxford Circus,15,2886,44368,5618.440953761238
Aldgate,Paddington,73,2886,20198,8571.8654293161
Aldgate,Parsons Green,0,2886,2711,12381.212124540458
Aldgate,Perivale,0,2886,532,20305.08886413278
Aldgate,Piccadilly Circus,4,2886,13641,5133.447020917655
Aldgate,Pimlico,0,2886,5585,7568.164797724657
Aldgate,Pinner,1,2886,292,25425.746850336065
Aldgate,Plaistow,0,2886,1049,8284.974522597297
Aldgate,Preston Road,5,2886,411,18892.097060316482
Aldgate,Putney Bridge,0,2886,2494,13375.67447385698
Aldgate,Queen's Park,4,2886,2167,10943.030726749694
Aldgate,Queensbury,0,2886,439,21635.12868696801
Aldgate,Queensway,0,2886,1882,8932.969560042271
Aldgate,Rayners Lane,1,2886,426,24534.34384372757
Aldgate,Redbridge,0,2886,198,13957.215396951447
Aldgate,Richmond,0,2886,5397,20217.27177391548
Aldgate,Rickmansworth,3,2886,937,34786.58289715004
Aldgate,Royal Oak,3,2886,856,9509.161942029705
