station_origin,station_destination,flows,population,jobs,distance
Greenford,South Wimbledon,0,2711,1361,29425.76500388637
Greenford,South Woodford,0,2711,766,34773.72853896078
Greenford,Southfields,2,2711,1351,18592.25647855866
Greenford,Southgate,0,2711,874,31931.167824854278
Greenford,Southwark,30,2711,10326,19589.14159719386
Greenford,St. James's Park,14,2711,13339,18041.981599044015
Greenford,St. John's Wood,7,2711,3982,18284.228236223982
Greenford,St. Paul's,79,2711,13446,19615.081904058665
Greenford,Stanmore,0,2711,983,32709.63214025206
Greenford,Stepney Green,1,2711,1879,24187.069424906236
Greenford,Stockwell,5,2711,1623,20996.73811644535
Greenford,Stratford,40,2711,55954,28004.57069917002
Greenford,Swiss Cottage,2,2711,2598,19254.168529028993
Greenford,Tooting Bec,2,2711,1239,25991.91574176062
Greenford,Tooting Broadway,4,2711,4506,27066.877184106037
Greenford,Tottenham Court Road,52,2711,19126,17157.38533718952
Greenford,Tottenham Hale,2,2711,3239,27283.167780294985
Greenford,Totteridge & Whetstone,1,2711,287,31824.769433239122
Greenford,Tower Hill,6,2711,8286,21304.337188194007
Greenford,Tufnell Park,0,2711,557,21461.08432984649
Greenford,Turnham Green,1,2711,1515,14523.472761660523
Greenford,Turnpike Lane,1,2711,992,26161.513208056083
Greenford,Upminster,0,2711,1132,46418.08381051048
Greenford,Upton Park,1,2711,1642,30313.203557100085
Greenford,Uxbridge,0,2711,4316,30468.175801352998
Greenford,Vauxhall,23,2711,16242,19489.88240693599
Greenford,Victoria,84,2711,33251,17264.676002724966
Greenford,Walthamstow Central,4,2711,5271,30256.437254878478
Greenford,Warren Street,24,2711,17309,17432.797477968914
Greenford,Warwick Avenue,1,2711,1174,15177.40937354608
Greenford,Waterloo,27,2711,23466,18932.71466767726
Greenford,West Acton,9,2711,488,8092.10845939624
Greenford,West Brompton,11,2711,5859,13263.240236144313
Greenford,West Finchley,0,2711,91,29401.193389592063
Greenford,West Ham,1,2711,5487,28062.289420109617
Greenford,West Hampstead,4,2711,5856,18848.35065754752
Greenford,West Kensington,0,2711,1345,14208.305218910493
Greenford,West Ruislip,22,2711,194,7152.73570369983
Greenford,Westbourne Park,5,2711,1347,16151.484192478498
Greenford,Westminster,32,2711,15466,18301.434974031945
Greenford,White City,93,2711,5966,9418.317516880454
Greenford,Whitechapel,7,2711,17633,23106.905241411718
Greenford,Willesden Green,0,2711,830,21049.030194651372
Greenford,Wimbledon,17,2711,6295,21607.81851313026
Greenford,Wimbledon Park,1,2711,596,19951.90624854115
Greenford,Wood Green,4,2711,2146,27092.33883345925
Greenford,Woodford,0,2711,706,36485.68345497381
Greenford,Woodside Park,1,2711,745,30347.667736488347
Greenwich,All Saints,1,1374,444,5391.115854316539
Greenwich,Bank and Monument,169,1374,78549,9438.449549298159
Greenwich,Beckton,1,1374,442,13189.81678049973
Greenwich,Blackwall,0,1374,665,5362.09246909132
Greenwich,Bow Church,4,1374,925,7388.373890507446
Greenwich,Canary Wharf,276,1374,58772,4051.027121504021
Greenwich,Canning Town,3,1374,15428,6908.618173838768
Greenwich,Crossharbour,51,1374,1208,2451.065781218781
Greenwich,Custom House,1,1374,845,8504.550636402668
Greenwich,Cutty Sark,30,1374,1748,633.6424322191381
Greenwich,Cyprus,0,1374,850,11211.794624046406
Greenwich,Deptford Bridge,46,1374,840,784.8639108674407
Greenwich,Devons Road,3,1374,611,6749.88864504122
Greenwich,East India,1,1374,1522,5753.3996746935245
Greenwich,Elverson Road,14,1374,226,1512.3643608850246
Greenwich,Gallions Reach,1,1374,557,11953.568504501016
Greenwich,Heron Quays,243,1374,5975,3699.4551341093797
Greenwich,Island Gardens,28,1374,691,1431.2449707935293
Greenwich,King George V,0,1374,800,11485.716045623692
Greenwich,Langdon Park,19,1374,1989,5897.539848750991
Greenwich,Lewisham,134,1374,2400,2075.9101527548155
Greenwich,Limehouse,35,1374,2969,5928.844352582401
Greenwich,London City Airport,0,1374,1941,10457.13915429722
Greenwich,Mudchute,10,1374,302,1984.6959796491192
Greenwich,Pontoon Dock,0,1374,1123,9315.78912463554
Greenwich,Poplar,4,1374,1301,4639.133911639203
Greenwich,Prince Regent,1,1374,754,9029.0375152118
Greenwich,Pudding Mill Lane,5,1374,431,8396.668183960395
Greenwich,Royal Albert,1,1374,684,9917.457997690197
Greenwich,Royal Victoria,0,1374,763,7898.207248174743
Greenwich,Shadwell,63,1374,7447,7121.348085527656
Greenwich,South Quay,162,1374,4591,3047.8132850414054
Greenwich,Stratford,37,1374,55954,9533.701441047511
Greenwich,Stratford International,2,1374,1546,10854.769558161433
Greenwich,Tower Gateway,19,1374,3342,8398.651572220979
Greenwich,West Ham,0,1374,5487,8603.69891947212
Greenwich,West India Quay,4,1374,400,4378.2713377505925
Greenwich,West Silvertown,0,1374,893,8559.74323476347
Greenwich,Westferry,6,1374,1250,4955.227345502534
Gunnersbury,Acton Central,15,2274,750,2169.366650027604
Gunnersbury,Acton Town,0,2274,2202,3769.860221267312
Gunnersbury,Aldgate,0,2274,7782,16268.827590887859
Gunnersbury,Aldgate East,15,2274,7932,16510.874778176603
Gunnersbury,Alperton,0,2274,741,8742.948164798156
Gunnersbury,Amersham,0,2274,256,41225.45241363338
Gunnersbury,Angel,4,2274,8103,15168.515596013347
Gunnersbury,Archway,0,2274,2193,17608.321651770962
Gunnersbury,Arnos Grove,0,2274,748,25305.93552863028
Gunnersbury,Arsenal,0,2274,315,17304.903819548155
Gunnersbury,Baker Street,8,2274,14973,11499.21443368485
Gunnersbury,Balham,0,2274,3814,17852.61526149165
Gunnersbury,Bank and Monument,52,2274,78549,14831.91035051021
Gunnersbury,Barbican,5,2274,9134,16307.10525658214
Gunnersbury,Barking,2,2274,7004,28405.678782197054
Gunnersbury,Barkingside,0,2274,262,33960.95220291654
Gunnersbury,Barons Court,25,2274,2956,4595.306800585294
Gunnersbury,Bayswater,2,2274,615,9111.658753223046
Gunnersbury,Becontree,0,2274,456,31700.131167894237
Gunnersbury,Bermondsey,1,2274,3172,16131.55845969466
Gunnersbury,Bethnal Green,1,2274,4660,18081.70503616588
Gunnersbury,Blackfriars,73,2274,10849,13662.61791531328
Gunnersbury,Blackhorse Road,1,2274,2955,21219.38714445655
Gunnersbury,Bond Street,9,2274,20967,11575.130079496937
Gunnersbury,Bounds Green,0,2274,778,23951.693038254074
Gunnersbury,Bow Road,0,2274,1193,20208.577573643724
Gunnersbury,Brixton,4,2274,5084,15419.340599088746
Gunnersbury,Brockley,0,2274,468,20981.439852976404
Gunnersbury,Bromley-by-Bow,1,2274,1613,21217.34748300559
Gunnersbury,Brondesbury,49,2274,712,8608.800171475144
Gunnersbury,Brondesbury Park,25,2274,895,7866.6114996329225
Gunnersbury,Buckhurst Hill,0,2274,228,33186.59640666694
Gunnersbury,Burnt Oak,0,2274,649,26275.457861197345
Gunnersbury,Bush Hill Park,0,2274,176,28339.62031623864
Gunnersbury,Bushey,0,2274,456,22453.177138508683
Gunnersbury,Caledonian Road,0,2274,1803,16022.897240683258
Gunnersbury,Caledonian Road & Barnsbury,12,2274,1668,16201.765347359555
Gunnersbury,Camden Road,43,2274,3784,14437.18705687206
Gunnersbury,Camden Town,1,2274,6348,14572.21888895868
Gunnersbury,Canada Water,1,2274,20443,17121.07538025495
Gunnersbury,Canary Wharf,23,2274,58772,19722.941656747567
Gunnersbury,Canning Town,0,2274,15428,22267.130261246326
Gunnersbury,Cannon Street,16,2274,4698,14571.060917587578
Gunnersbury,Canonbury,1,2274,846,17551.159653039682
Gunnersbury,Canons Park,0,2274,526,21899.643413314087
Gunnersbury,Carpenders Park,1,2274,340,20490.198672975574
Gunnersbury,Chalk Farm,0,2274,1329,15565.996035965363
Gunnersbury,Chancery Lane,3,2274,15391,13142.490841693185
Gunnersbury,Charing Cross,0,2274,7016,11775.65229288999
Gunnersbury,Chesham,0,2274,243,44155.72865453577
Gunnersbury,Cheshunt,0,2274,116,35979.488832956704
Gunnersbury,Chingford,0,2274,237,29585.16746450279
Gunnersbury,Clapham Common,0,2274,2020,15427.66242794052
Gunnersbury,Clapham North,0,2274,1238,14784.90493656212
Gunnersbury,Clapham South,0,2274,1513,16679.98066067534
Gunnersbury,Clapton,0,2274,427,22312.12343565813
Gunnersbury,Cockfosters,0,2274,262,30494.707315760224
Gunnersbury,Colindale,0,2274,2081,24969.035811503647
Gunnersbury,Colliers Wood,0,2274,865,21183.161809234174
Gunnersbury,Covent Garden,9,2274,4355,11944.066557993612
Gunnersbury,Crouch Hill,1,2274,404,15562.904327915188
Gunnersbury,Croxley,0,2274,340,30288.516924665706
Gunnersbury,Crystal Palace,0,2274,499,27368.762926643438
Gunnersbury,Dagenham East,0,2274,649,34407.559734010865
Gunnersbury,Dagenham Heathway,0,2274,1108,33128.33194496133
Gunnersbury,Dalston Junction,0,2274,1289,18915.028299378664
Gunnersbury,Dalston Kingsland,9,2274,2091,18732.337993992733
Gunnersbury,Debden,0,2274,865,37074.1878997095
Gunnersbury,Dollis Hill,0,2274,847,12904.820325752
Gunnersbury,Ealing Broadway,3,2274,4846,6361.7801333593225
Gunnersbury,Ealing Common,0,2274,915,4796.483050405025
Gunnersbury,Earl's Court,51,2274,6613,6100.104865947386
Gunnersbury,East Finchley,0,2274,1253,20947.547106196263
Gunnersbury,East Ham,1,2274,2062,25980.752989251312
Gunnersbury,East Putney,0,2274,1877,10365.622205134438
Gunnersbury,Edgware Road,10,2274,6868,10464.37406622032
Gunnersbury,Edmonton Green,0,2274,783,26427.614873693645
Gunnersbury,Elephant & Castle,3,2274,6427,13858.36524513189
Gunnersbury,Elm Park,0,2274,269,36703.34809039396
Gunnersbury,Embankment,22,2274,10220,12115.983113348762
Gunnersbury,Enfield Town,0,2274,749,29746.486339017298
Gunnersbury,Epping,0,2274,498,43021.78274525321
Gunnersbury,Euston,12,2274,16800,13198.620078785694
Gunnersbury,Euston Square,3,2274,8093,12948.718195587428
Gunnersbury,Farringdon,2,2274,25592,15846.195312840526
Gunnersbury,Finchley Central,0,2274,1921,23318.103651472928
Gunnersbury,Finchley Road,0,2274,3417,10213.76593157238
Gunnersbury,Finchley Road & Frognal,51,2274,1529,10088.688936465895
Gunnersbury,Finsbury Park,2,2274,6769,18077.65651277626
Gunnersbury,Forest Hill,0,2274,608,23973.82500130433
Gunnersbury,Fulham Broadway,18,2274,4200,7610.255934119269
Gunnersbury,Gants Hill,0,2274,601,30472.64066035639
Gunnersbury,Gloucester Road,18,2274,5194,7010.226079796473
Gunnersbury,Golders Green,0,2274,1871,20167.825986727534
Gunnersbury,Goodge Street,4,2274,6457,12808.947999470955
Gunnersbury,Gospel Oak,22,2274,2025,12447.782684983711
Gunnersbury,Grange Hill,0,2274,76,35780.98928973214
Gunnersbury,Great Portland Street,5,2274,6936,12328.757977327929
Gunnersbury,Green Park,31,2274,26754,10426.217766336325
Gunnersbury,Hackney Central,11,2274,2440,20022.09423799066
Gunnersbury,Hackney Wick,9,2274,1263,22401.060168163567
Gunnersbury,Haggerston,0,2274,1184,19723.036594694633
Gunnersbury,Hainault,0,2274,356,36008.365605071944
Gunnersbury,Hammersmith,161,2274,18250,3701.474714664634
Gunnersbury,Hampstead Heath,56,2274,2792,11509.222084013501
Gunnersbury,Harlesden,1,2274,1668,6382.037962593632
Gunnersbury,Harringay Green Lanes,2,2274,544,17069.482127861713
Gunnersbury,Harrow & Wealdstone,5,2274,1335,15049.792314518643
Gunnersbury,Harrow-on-the-Hill,0,2274,3019,17917.365554068736
Gunnersbury,Hatch End,0,2274,93,18046.85637605779
Gunnersbury,Hatton Cross,0,2274,1219,15838.147571589825
Gunnersbury,Headstone Lane,0,2274,310,16900.70653423335
Gunnersbury,Heathrow Terminal 5,0,2274,975,20706.176993017318
Gunnersbury,Heathrow Terminals 2 & 3,1,2274,2406,18250.89851738099
Gunnersbury,Hendon Central,0,2274,1878,22816.522432520513
Gunnersbury,High Barnet,0,2274,953,29571.101144424134
Gunnersbury,High Street Kensington,0,2274,5427,7400.964977129155
Gunnersbury,Highams Park,0,2274,390,26725.286197112495
Gunnersbury,Highbury & Islington,29,2274,25385,16570.049884939453
Gunnersbury,Highgate,1,2274,856,19198.526447986194
Gunnersbury,Holborn,30,2274,22346,12577.007129316444
Gunnersbury,Holloway Road,1,2274,1696,16638.194683661415
Gunnersbury,Homerton,6,2274,1998,21057.709785102863
Gunnersbury,Honor Oak Park,0,2274,341,22715.76102731509
Gunnersbury,Hornchurch,0,2274,451,38247.67530208301
Gunnersbury,Hounslow Central,0,2274,708,11555.590218346619
Gunnersbury,Hounslow East,0,2274,843,10809.9058349257
Gunnersbury,Hoxton,1,2274,2181,19745.28269258242
Gunnersbury,Hyde Park Corner,8,2274,2410,9646.328466069506
Gunnersbury,Kennington,0,2274,1161,14049.154423260661
Gunnersbury,Kensal Green,0,2274,472,6587.081158750718
Gunnersbury,Kensal Rise,37,2274,1376,6864.076066062058
Gunnersbury,Kensington,0,2274,2252,7646.796041923313
Gunnersbury,Kentish Town,5,2274,3404,15850.184531727691
Gunnersbury,Kentish Town West,19,2274,1128,13538.942112272782
Gunnersbury,Kenton,1,2274,768,13265.956050079187
Gunnersbury,Kew Gardens,16,2274,792,1780.2809189479904
Gunnersbury,Kilburn,0,2274,1953,10473.653014122025
Gunnersbury,Kilburn High Road,2,2274,266,9036.209968895524
Gunnersbury,King's Cross St. Pancras,28,2274,33330,13988.196875282782
Gunnersbury,Kingsbury,0,2274,1018,18960.340835753294
Gunnersbury,Knightsbridge,13,2274,6821,9062.374877769536
Gunnersbury,Ladbroke Grove,7,2274,2131,6886.059037921412
Gunnersbury,Lambeth North,0,2274,1319,12862.644962828294
Gunnersbury,Latimer Road,6,2274,1109,6226.478503081838
Gunnersbury,Leicester Square,17,2274,8847,11578.535258911337
Gunnersbury,Leyton,0,2274,1447,24503.217230665072
Gunnersbury,Leyton Midland Road,0,2274,445,24424.108230411795
Gunnersbury,Leytonstone,0,2274,1844,26167.060790956555
Gunnersbury,Leytonstone High Road,0,2274,314,25638.205237320446
Gunnersbury,Liverpool Street,15,2274,61122,15673.413034259765
Gunnersbury,London Bridge,20,2274,29930,14043.731921272365
Gunnersbury,Loughton,0,2274,655,35022.07080979443
Gunnersbury,Manor House,0,2274,1311,19193.770139996665
Gunnersbury,Mansion House,42,2274,7815,14322.88221143668
Gunnersbury,Marble Arch,1,2274,6145,11076.685249225446
Gunnersbury,Marylebone,0,2274,4250,11067.257409106262
Gunnersbury,Mile End,1,2274,3759,19583.645407747732
Gunnersbury,Mill Hill East,0,2274,681,24840.30609402354
Gunnersbury,Moorgate,8,2274,24574,15608.739811940004
Gunnersbury,Morden,0,2274,1447,23794.87625578589
Gunnersbury,Mornington Crescent,1,2274,2927,13982.008676142766
Gunnersbury,Neasden,0,2274,732,13690.403339506782
Gunnersbury,New Cross Gate,0,2274,1340,19752.360196091333
Gunnersbury,Newbury Park,0,2274,559,32830.397781260384
Gunnersbury,North Acton,0,2274,3168,9790.177074922576
Gunnersbury,North Greenwich,3,2274,6276,21552.724947777075
Gunnersbury,North Wembley,2,2274,365,10943.241648708572
Gunnersbury,Notting Hill Gate,2,2274,5490,8361.6105121233
Gunnersbury,Oakwood,0,2274,423,29150.728969359792
Gunnersbury,Old Street,8,2274,15897,16462.25953068499
Gunnersbury,Oval,0,2274,2544,14964.312107599178
Gunnersbury,Oxford Circus,29,2274,44368,11436.784241593832
Gunnersbury,Paddington,20,2274,20198,9598.699724111015
Gunnersbury,Park Royal,2,2274,1552,6820.549955166481
Gunnersbury,Parsons Green,5,2274,2711,8312.594265547375
Gunnersbury,Piccadilly Circus,34,2274,13641,11203.843853141523
Gunnersbury,Pimlico,1,2274,5585,11500.419094969991
Gunnersbury,Plaistow,0,2274,1049,23359.428519238947
Gunnersbury,Preston Road,0,2274,411,17463.30444346542
Gunnersbury,Putney Bridge,0,2274,2494,9307.056614863897
Gunnersbury,Queen's Park,0,2274,2167,7971.706819820287
Gunnersbury,Queens Road Peckham,0,2274,747,19654.99502178081
Gunnersbury,Queensbury,0,2274,439,20206.336070116948
Gunnersbury,Ravenscourt Park,70,2274,1895,2866.896762365045
Gunnersbury,Rayners Lane,0,2274,426,15311.38442730444
Gunnersbury,Redbridge,0,2274,198,29014.896898729363
Gunnersbury,Regent's Park,0,2274,3364,12294.754483319892
Gunnersbury,Richmond,287,2274,5397,3948.444183027626
Gunnersbury,Rickmansworth,0,2274,937,30775.5857342555
Gunnersbury,Royal Oak,6,2274,856,8661.40321139741
Gunnersbury,Ruislip Manor,0,2274,408,18256.97785742721
Gunnersbury,Russell Square,10,2274,5172,13283.441444531341
Gunnersbury,Seven Sisters,0,2274,10191,21483.54490280507
Gunnersbury,Shadwell,0,2274,7447,17149.01181428071
Gunnersbury,Shepherd's Bush Market,0,2274,416,5146.353472397208
Gunnersbury,Shoreditch High Street,1,2274,7558,18670.030294448265
Gunnersbury,Silver Street,0,2274,953,25229.160197808564
Gunnersbury,Sloane Square,25,2274,8229,8934.781930837877
Gunnersbury,Snaresbrook,0,2274,512,27825.211408463503
Gunnersbury,South Acton,14,2274,975,1016.8393795878126
Gunnersbury,South Ealing,0,2274,670,5897.799435300287
Gunnersbury,South Hampstead,2,2274,236,10012.565357368196
Gunnersbury,South Harrow,0,2274,387,13505.827721168942
Gunnersbury,South Kensington,58,2274,15325,7761.5595592364425
Gunnersbury,South Kenton,1,2274,261,11878.986818795425
Gunnersbury,South Tottenham,0,2274,552,18928.24722369082
Gunnersbury,South Woodford,0,2274,766,29141.032144531524
Gunnersbury,Southfields,3,2274,1351,11996.510300124948
Gunnersbury,Southgate,0,2274,874,27285.0841152436
Gunnersbury,Southwark,5,2274,10326,12945.382836169863
Gunnersbury,St. James's Park,45,2274,13339,10877.846540385644
Gunnersbury,St. John's Wood,1,2274,3982,11829.058968602769
Gunnersbury,St. Paul's,1,2274,13446,14237.642038625152
Gunnersbury,Stamford Brook,13,2274,784,2157.6072081953635
Gunnersbury,Stanmore,0,2274,983,23319.312889559744
Gunnersbury,Stepney Green,1,2274,1879,18554.373030476985
Gunnersbury,Stockwell,0,2274,1623,13832.60305778698
Gunnersbury,Stonebridge Park,1,2274,729,7876.986739259555
Gunnersbury,Stratford,25,2274,55954,22371.87430474077
Gunnersbury,Sudbury Hill,0,2274,277,12020.362062134804
Gunnersbury,Sudbury Town,0,2274,218,10403.305446840368
Gunnersbury,Surrey Quays,0,2274,1005,17670.591611214506
Gunnersbury,Swiss Cottage,1,2274,2598,10859.118675797756
Gunnersbury,Sydenham,0,2274,515,25388.929992457717
Gunnersbury,Temple,27,2274,6780,12910.577115910024
Gunnersbury,Tooting Bec,0,2274,1239,18827.780683102246
Gunnersbury,Tooting Broadway,0,2274,4506,19902.742125447665
Gunnersbury,Tottenham Court Road,6,2274,19126,12164.475629474446
Gunnersbury,Tottenham Hale,1,2274,3239,22633.592875337217
Gunnersbury,Totteridge & Whetstone,0,2274,287,26978.47064327708
Gunnersbury,Tower Hill,25,2274,8286,15671.640793764755
Gunnersbury,Tufnell Park,0,2274,557,16614.785539884448
Gunnersbury,Turnham Green,41,2274,1515,1547.3179979156596
Gunnersbury,Turnpike Lane,0,2274,992,21515.429498445406
Gunnersbury,Upminster,0,2274,1132,40785.38741608122
Gunnersbury,Upminster Bridge,0,2274,568,39474.604782299444
Gunnersbury,Upney,0,2274,485,29772.974263746404
Gunnersbury,Upper Holloway,3,2274,898,14348.007987347184
Gunnersbury,Upton Park,1,2274,1642,24680.507162670834
Gunnersbury,Uxbridge,0,2274,4316,23990.351142586864
Gunnersbury,Vauxhall,4,2274,16242,12325.747348277619
Gunnersbury,Victoria,25,2274,33251,10100.540944066595
Gunnersbury,Walthamstow Central,0,2274,5271,22778.450888159372
Gunnersbury,Walthamstow Queens Road,1,2274,1267,22642.12417916012
Gunnersbury,Wanstead,0,2274,419,27834.51134235526
Gunnersbury,Wanstead Park,0,2274,416,27557.510044597526
Gunnersbury,Warren Street,10,2274,17309,12586.498688006872
Gunnersbury,Warwick Avenue,0,2274,1174,10420.931863591313
Gunnersbury,Waterloo,3,2274,23466,12288.955906653264
Gunnersbury,Watford High Street,1,2274,790,23767.427402736477
Gunnersbury,Watford Junction,6,2274,1367,25173.464934316104
Gunnersbury,Wembley Central,1,2274,1327,9595.085206228101
Gunnersbury,Wembley Park,0,2274,5759,16043.569277702565
Gunnersbury,West Brompton,12,2274,5859,6667.494057710601
Gunnersbury,West Finchley,0,2274,91,24554.89459963002
Gunnersbury,West Ham,1,2274,5487,22429.593025680366
Gunnersbury,West Hampstead,54,2274,5856,9458.031406855203
Gunnersbury,West Kensington,8,2274,1345,5158.982945696871
Gunnersbury,Westbourne Park,4,2274,1347,7691.998965354209
Gunnersbury,Westminster,24,2274,15466,11438.595880292372
Gunnersbury,Whitechapel,13,2274,17633,17474.208846982467
Gunnersbury,Willesden Green,0,2274,830,11658.710943959057
Gunnersbury,Willesden Junction,82,2274,4165,5234.832271379901
Gunnersbury,Wimbledon,7,2274,6295,15012.072334696551
Gunnersbury,Wimbledon Park,0,2274,596,13356.160070107439
Gunnersbury,Wood Green,0,2274,2146,22446.255123848572
Gunnersbury,Wood Lane,7,2274,1578,5672.61642764167
Gunnersbury,Wood Street,0,2274,404,24146.146788684015
Gunnersbury,Woodford,0,2274,706,30852.987060544554
Gunnersbury,Woodgrange Park,0,2274,242,28878.283337387667
Gunnersbury,Woodside Park,0,2274,745,25501.368946526305
Hackney Central,Acton Central,22,3370,750,18298.043075421447
Hackney Central,Anerley,0,3370,173,20722.624448618426
Hackney Central,Barking,0,3370,7004,11601.484481170404
Hackney Central,Battersea Park,0,3370,0,21027.763711476826
Hackney Central,Brockley,1,3370,468,14447.761385997723
Hackney Central,Brondesbury,19,3370,712,11858.609553973905
Hackney Central,Brondesbury Park,32,3370,895,12600.798225816128
Hackney Central,Bushey,0,3370,456,32450.922321197926
Hackney Central,Caledonian Road & Barnsbury,113,3370,1668,4265.644378089495
Hackney Central,Camden Road,307,3370,3784,6030.222668576989
Hackney Central,Canada Water,1,3370,20443,10587.39691327627
Hackney Central,Canonbury,11,3370,846,2470.934584950977
Hackney Central,Carpenders Park,0,3370,340,30487.943855664817
Hackney Central,Clapham Junction,27,3370,4969,18369.123018431746
Hackney Central,Crouch Hill,0,3370,404,11134.748683396814
Hackney Central,Crystal Palace,1,3370,499,20835.08445966476
Hackney Central,Dalston Kingsland,22,3370,2091,1289.7562439979279
Hackney Central,Denmark Hill,1,3370,2612,15995.319007480262
Hackney Central,Finchley Road & Frognal,74,3370,1529,10378.720788983155
Hackney Central,Forest Hill,2,3370,608,17440.14653432565
Hackney Central,Gospel Oak,58,3370,2025,8019.627040465338
Hackney Central,Gunnersbury,52,3370,4775,20022.094237990656
Hackney Central,Hackney Central,0,3370,2440,0.0
Hackney Central,Hackney Wick,40,3370,1263,2378.9659301729052
Hackney Central,Haggerston,0,3370,1184,4642.811526605929
Hackney Central,Hampstead Heath,84,3370,2792,8958.187641435547
Hackney Central,Harlesden,4,3370,1668,16379.78314528288
Hackney Central,Harrow & Wealdstone,1,3370,1335,25047.537497207886
Hackney Central,Headstone Lane,0,3370,310,26898.451716922595
Hackney Central,Highbury & Islington,1223,3370,25385,3452.0443530512052
Hackney Central,Homerton,23,3370,1998,1035.6155471122022
Hackney Central,Honor Oak Park,0,3370,341,16182.082560336408
Hackney Central,Hoxton,1,3370,2181,5477.39016456875
Hackney Central,Imperial Wharf,14,3370,2049,16165.354787953123
Hackney Central,Kensal Green,0,3370,472,14179.185472382806
Hackney Central,Kensal Rise,64,3370,1376,13603.333659386992
Hackney Central,Kensington,28,3370,2252,14948.089475951054
Hackney Central,Kentish Town West,14,3370,1128,6928.467613176268
Hackney Central,Kenton,0,3370,768,23263.70123276843
Hackney Central,Kew Gardens,18,3370,792,21802.375156938644
Hackney Central,New Cross,3,3370,1027,13453.910665315532
Hackney Central,New Cross Gate,3,3370,1340,13218.681729112652
Hackney Central,North Wembley,0,3370,365,20940.98683139782
Hackney Central,Norwood Junction,1,3370,406,22521.072505214728
Hackney Central,Peckham Rye,1,3370,1070,14659.732396554013
Hackney Central,Penge West,0,3370,150,20040.522124028183
Hackney Central,Queen's Park,0,3370,2167,12794.559811313236
Hackney Central,Queens Road Peckham,0,3370,747,13529.17151847068
Hackney Central,Richmond,48,3370,5397,23970.53842101828
Hackney Central,Rotherhithe,1,3370,321,10152.142431788641
Hackney Central,Shadwell,0,3370,7447,8842.807876033945
Hackney Central,Shepherd's Bush,75,3370,9890,13949.35933746128
Hackney Central,Shoreditch High Street,1,3370,7558,6552.642562702904
Hackney Central,South Acton,26,3370,975,19450.570345861237
Hackney Central,South Kenton,0,3370,261,21876.73200148467
Hackney Central,Stonebridge Park,1,3370,729,17874.7319219488
Hackney Central,Stratford,742,3370,55954,3951.8892095226574
Hackney Central,Surrey Quays,0,3370,1005,11136.913144235825
Hackney Central,Sydenham,0,3370,515,18855.251525479038
Hackney Central,Upper Holloway,1,3370,898,9919.85234282881
Hackney Central,Wapping,0,3370,1066,9701.586069843854
Hackney Central,Watford Junction,1,3370,1367,35171.21011700534
Hackney Central,Wembley Central,1,3370,1327,19592.830388917348
Hackney Central,West Brompton,31,3370,5859,14588.16049416824
Hackney Central,West Croydon,4,3370,2048,25456.65874881792
Hackney Central,West Hampstead,124,3370,5856,11009.378318593846
Hackney Central,Whitechapel,1,3370,17633,7748.4640101687
Hackney Central,Willesden Junction,48,3370,4165,15232.57745406915
Hackney Downs,Barking,0,843,7004,13551.756462945328
Hackney Downs,Bethnal Green,24,843,4660,2737.301286006543
Hackney Downs,Bruce Grove,12,843,350,5653.1016279533405
Hackney Downs,Bush Hill Park,5,843,176,11176.906993205785
Hackney Downs,Cambridge Heath,8,843,458,1905.42969775966
Hackney Downs,Cheshunt,0,843,116,18816.775509923857
Hackney Downs,Chingford,8,843,237,12043.282341578413
Hackney Downs,Clapton,2,843,427,1493.1171134857082
Hackney Downs,Crouch Hill,0,843,404,12452.112325479182
Hackney Downs,Edmonton Green,27,843,783,9264.90155066079
Hackney Downs,Enfield Town,15,843,749,12583.773015984441
Hackney Downs,Hackney Downs,1,843,835,0.0
Hackney Downs,Harringay Green Lanes,0,843,544,10945.534525532657
Hackney Downs,Highams Park,13,843,390,9183.401074188121
Hackney Downs,Liverpool Street,475,843,61122,5145.593287912658
Hackney Downs,London Fields,7,843,790,926.0127117881309
Hackney Downs,Rectory Road,2,843,219,1201.0223774948356
Hackney Downs,Seven Sisters,80,843,10191,4320.831579772216
Hackney Downs,Silver Street,32,843,953,8066.446874775706
Hackney Downs,Southbury,14,843,538,12235.451004825325
Hackney Downs,St James Street,15,843,184,4265.855778068182
Hackney Downs,Stamford Hill,10,843,352,3195.7481751063115
Hackney Downs,Stoke Newington,8,843,479,1984.278091833713
Hackney Downs,Theobalds Grove,2,843,182,17276.86988192415
Hackney Downs,Turkey Street,12,843,458,14937.02773086174
Hackney Downs,Walthamstow Central,28,843,5271,5236.565765234996
Hackney Downs,White Hart Lane,25,843,641,6866.525515482147
Hackney Downs,Wood Street,18,843,404,6604.261665759641
Hackney Wick,Acton Central,3,1477,750,20677.00900559435
Hackney Wick,Bethnal Green,0,1477,4660,6370.346473695988
Hackney Wick,Brockley,0,1477,468,13186.658607800815
Hackney Wick,Brondesbury,6,1477,712,14237.57548414681
Hackney Wick,Brondesbury Park,5,1477,895,14979.764155989033
Hackney Wick,Bruce Grove,0,1477,350,12626.51268187471
Hackney Wick,Bush Hill Park,0,1477,176,18150.318047127155
Hackney Wick,Caledonian Road & Barnsbury,32,1477,1668,6644.6103082623995
Hackney Wick,Camden Road,100,1477,3784,8409.188598749894
Hackney Wick,Canada Water,0,1477,20443,9326.294135079363
Hackney Wick,Canonbury,12,1477,846,4849.900515123882
